ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.0,177.0,12839.0,6.0,394.0,447.0,16.0,104.0,3.0,0
7.0,169.0,17376.0,9.0,394.0,373.0,15.0,81.0,4.0,0
6.0,181.0,33245.0,8.0,365.0,393.0,20.0,50.0,3.0,0
5.0,251.0,15974.0,6.0,277.0,335.0,16.0,44.0,4.0,0
4.0,256.0,28612.0,7.0,291.0,442.0,9.0,71.0,4.0,0
7.0,254.0,9959.0,4.0,7.0,365.0,11.0,59.0,3.0,0
8.0,196.0,13939.0,7.0,346.0,423.0,17.0,89.0,3.0,0
6.0,222.0,18439.0,7.0,317.0,444.0,19.0,54.0,4.0,0
8.0,167.0,18446.0,7.0,7.0,453.0,13.0,77.0,4.0,0
9.0,191.0,11705.0,7.0,381.0,386.0,16.0,86.0,4.0,0
8.0,170.0,23254.0,8.0,329.0,398.0,16.0,67.0,4.0,0
9.0,175.0,25565.0,8.0,7.0,372.0,15.0,47.0,4.0,0
7.0,188.0,28792.0,8.0,382.0,422.0,11.0,63.0,3.0,0
4.0,219.0,23535.0,6.0,353.0,421.0,19.0,59.0,5.0,0
4.0,230.0,16893.0,7.0,324.0,457.0,10.0,47.0,5.0,0
6.0,202.0,15328.0,7.0,329.0,281.0,20.0,55.0,4.0,0
4.0,187.0,23103.0,7.0,7.0,351.0,10.0,67.0,4.0,0
5.0,180.0,32741.0,8.0,328.0,389.0,14.0,7.0,3.0,0
7.0,199.0,15911.0,8.0,342.0,438.0,15.0,39.0,4.0,0
7.0,196.0,18592.0,7.0,322.0,553.0,16.0,81.0,5.0,0
3.0,198.0,45149.0,8.0,325.0,427.0,16.0,55.0,4.0,0
4.0,194.0,27768.0,7.0,330.0,556.0,23.0,81.0,5.0,0
6.0,204.0,30000.0,7.0,311.0,367.0,14.0,66.0,4.0,0
7.0,205.0,16034.0,7.0,397.0,459.0,20.0,70.0,5.0,0
10.0,166.0,15825.0,6.0,361.0,376.0,14.0,52.0,3.0,0
9.0,200.0,28274.0,7.0,7.0,454.0,13.0,64.0,3.0,0
5.0,199.0,27175.0,7.0,371.0,312.0,14.0,7.0,4.0,0
7.0,208.0,24359.0,7.0,314.0,477.0,16.0,75.0,5.0,0
6.0,265.0,29860.0,7.0,7.0,530.0,16.0,30.0,4.0,0
8.0,229.0,22161.0,7.0,7.0,545.0,16.0,91.0,4.0,0
6.0,172.0,23513.0,8.0,364.0,452.0,16.0,95.0,4.0,0
8.0,194.0,14610.0,7.0,332.0,469.0,11.0,67.0,4.0,0
8.0,210.0,22619.0,8.0,7.0,362.0,15.0,70.0,4.0,0
10.0,207.0,13181.0,6.0,7.0,427.0,14.0,75.0,4.0,0
7.0,191.0,14065.0,7.0,361.0,400.0,11.0,36.0,4.0,0
9.0,149.0,27180.0,8.0,7.0,399.0,17.0,58.0,4.0,0
10.0,196.0,11352.0,6.0,366.0,324.0,13.0,37.0,5.0,0
5.0,209.0,29307.0,6.0,304.0,456.0,11.0,111.0,5.0,0
7.0,154.0,21103.0,8.0,376.0,450.0,15.0,71.0,4.0,0
8.0,136.0,26485.0,8.0,427.0,471.0,15.0,51.0,4.0,0
7.0,215.0,19910.0,7.0,299.0,371.0,11.0,85.0,5.0,0
0.0,215.0,49457.0,8.0,7.0,583.0,8.0,78.0,5.0,0
8.0,177.0,18003.0,7.0,7.0,498.0,10.0,56.0,3.0,0
6.0,154.0,24316.0,8.0,367.0,295.0,13.0,91.0,3.0,0
11.0,186.0,12253.0,8.0,325.0,261.0,10.0,68.0,5.0,0
7.0,201.0,40581.0,7.0,264.0,283.0,15.0,59.0,4.0,0
9.0,202.0,13750.0,7.0,322.0,512.0,12.0,44.0,4.0,0
12.0,204.0,15102.0,8.0,7.0,447.0,22.0,62.0,3.0,0
10.0,163.0,21820.0,8.0,356.0,561.0,14.0,56.0,5.0,0
7.0,196.0,21919.0,7.0,360.0,402.0,14.0,78.0,4.0,0
5.0,245.0,27734.0,7.0,239.0,464.0,13.0,56.0,3.0,0
8.0,180.0,30308.0,7.0,329.0,355.0,13.0,66.0,4.0,0
7.0,203.0,23158.0,6.0,302.0,302.0,18.0,42.0,4.0,0
9.0,155.0,15901.0,7.0,419.0,445.0,15.0,50.0,3.0,0
5.0,175.0,28697.0,9.0,317.0,481.0,14.0,52.0,4.0,0
5.0,171.0,27200.0,8.0,376.0,402.0,14.0,82.0,3.0,0
9.0,199.0,30348.0,7.0,7.0,334.0,14.0,95.0,5.0,0
8.0,201.0,12999.0,7.0,357.0,394.0,11.0,44.0,3.0,0
9.0,207.0,10453.0,6.0,326.0,348.0,14.0,42.0,5.0,0
8.0,208.0,30412.0,8.0,289.0,274.0,19.0,52.0,4.0,0
7.0,202.0,18094.0,8.0,362.0,349.0,9.0,49.0,5.0,0
7.0,144.0,33358.0,7.0,7.0,409.0,18.0,54.0,2.0,0
8.0,184.0,18609.0,7.0,7.0,365.0,18.0,1.0,4.0,0
9.0,195.0,20232.0,7.0,332.0,476.0,18.0,53.0,5.0,0
7.0,185.0,19797.0,8.0,387.0,428.0,13.0,62.0,4.0,0
5.0,206.0,12872.0,7.0,366.0,501.0,21.0,77.0,3.0,0
7.0,184.0,32329.0,8.0,7.0,453.0,12.0,80.0,5.0,0
5.0,192.0,36436.0,7.0,323.0,384.0,16.0,53.0,4.0,0
7.0,232.0,23936.0,7.0,7.0,464.0,14.0,78.0,3.0,0
5.0,162.0,27771.0,8.0,318.0,493.0,14.0,77.0,1.0,0
6.0,188.0,33809.0,8.0,341.0,522.0,14.0,47.0,4.0,0
8.0,224.0,21856.0,7.0,275.0,405.0,13.0,63.0,3.0,0
6.0,194.0,16119.0,7.0,337.0,408.0,16.0,77.0,4.0,0
6.0,193.0,23006.0,8.0,340.0,297.0,13.0,78.0,4.0,0
5.0,194.0,19337.0,7.0,339.0,516.0,11.0,61.0,3.0,0
8.0,220.0,16478.0,7.0,7.0,363.0,13.0,82.0,4.0,0
10.0,139.0,16819.0,8.0,361.0,438.0,11.0,35.0,6.0,0
8.0,201.0,14902.0,7.0,7.0,485.0,17.0,53.0,4.0,0
9.0,182.0,17465.0,7.0,356.0,529.0,15.0,61.0,6.0,0
6.0,166.0,30284.0,9.0,7.0,352.0,17.0,75.0,4.0,0
7.0,220.0,18086.0,6.0,277.0,407.0,16.0,54.0,4.0,0
9.0,165.0,20260.0,8.0,305.0,409.0,10.0,85.0,4.0,0
9.0,203.0,23087.0,6.0,298.0,373.0,16.0,79.0,3.0,0
10.0,183.0,19945.0,7.0,7.0,344.0,20.0,86.0,5.0,0
8.0,200.0,17583.0,7.0,297.0,378.0,10.0,67.0,5.0,0
8.0,203.0,26730.0,8.0,324.0,368.0,17.0,7.0,5.0,0
8.0,215.0,29461.0,8.0,7.0,514.0,16.0,90.0,4.0,0
10.0,163.0,18869.0,7.0,344.0,586.0,19.0,74.0,4.0,0
4.0,216.0,40175.0,7.0,310.0,399.0,11.0,87.0,4.0,0
7.0,210.0,44983.0,9.0,7.0,349.0,16.0,7.0,4.0,0
9.0,191.0,14579.0,7.0,7.0,499.0,11.0,57.0,3.0,0
7.0,170.0,20005.0,6.0,7.0,350.0,11.0,42.0,4.0,0
7.0,223.0,20992.0,8.0,340.0,332.0,18.0,61.0,5.0,0
4.0,234.0,14081.0,6.0,296.0,382.0,17.0,59.0,5.0,0
7.0,193.0,17777.0,6.0,7.0,543.0,11.0,7.0,4.0,0
6.0,227.0,27852.0,7.0,309.0,414.0,17.0,78.0,3.0,0
9.0,200.0,10453.0,7.0,7.0,316.0,23.0,45.0,3.0,0
7.0,216.0,20887.0,7.0,303.0,270.0,15.0,105.0,4.0,0
10.0,148.0,18413.0,7.0,391.0,411.0,15.0,89.0,4.0,0
7.0,205.0,21829.0,7.0,332.0,339.0,16.0,57.0,3.0,0
7.0,180.0,35264.0,7.0,7.0,527.0,16.0,82.0,4.0,0
9.0,199.0,8535.0,5.0,321.0,454.0,14.0,74.0,4.0,0
8.0,160.0,19577.0,8.0,344.0,391.0,18.0,54.0,4.0,0
7.0,175.0,15796.0,7.0,7.0,556.0,14.0,61.0,4.0,0
10.0,226.0,9546.0,6.0,314.0,373.0,15.0,61.0,5.0,0
11.0,145.0,16175.0,7.0,7.0,553.0,12.0,70.0,2.0,0
7.0,199.0,5577.0,5.0,341.0,388.0,11.0,51.0,3.0,0
7.0,221.0,27668.0,6.0,7.0,475.0,11.0,54.0,5.0,0
11.0,141.0,23990.0,8.0,389.0,362.0,15.0,57.0,4.0,0
5.0,251.0,30246.0,7.0,267.0,272.0,15.0,71.0,5.0,0
5.0,143.0,25556.0,7.0,416.0,444.0,7.0,73.0,5.0,0
8.0,151.0,29828.0,8.0,406.0,377.0,19.0,78.0,2.0,0
8.0,240.0,17178.0,6.0,273.0,295.0,11.0,63.0,4.0,0
7.0,185.0,22290.0,7.0,392.0,409.0,12.0,64.0,3.0,0
4.0,200.0,14721.0,6.0,7.0,519.0,17.0,77.0,5.0,0
2.0,193.0,24905.0,8.0,384.0,474.0,14.0,56.0,4.0,0
10.0,218.0,6785.0,6.0,333.0,432.0,12.0,46.0,4.0,0
8.0,151.0,33918.0,9.0,406.0,436.0,15.0,7.0,3.0,0
7.0,234.0,27197.0,7.0,302.0,491.0,16.0,59.0,3.0,0
7.0,194.0,8127.0,7.0,395.0,312.0,16.0,65.0,4.0,0
10.0,201.0,20044.0,7.0,304.0,336.0,17.0,71.0,3.0,0
2.0,216.0,23039.0,7.0,344.0,341.0,11.0,79.0,4.0,0
7.0,184.0,33123.0,7.0,322.0,345.0,15.0,69.0,4.0,0
7.0,178.0,39995.0,9.0,337.0,394.0,14.0,75.0,4.0,0
6.0,213.0,15018.0,6.0,319.0,279.0,13.0,75.0,5.0,0
6.0,179.0,25668.0,9.0,341.0,459.0,14.0,7.0,6.0,0
7.0,218.0,13477.0,6.0,7.0,302.0,11.0,62.0,5.0,0
6.0,180.0,34699.0,9.0,338.0,504.0,16.0,60.0,5.0,0
7.0,209.0,16430.0,6.0,311.0,365.0,18.0,107.0,4.0,0
7.0,193.0,19343.0,8.0,307.0,427.0,13.0,112.0,4.0,0
6.0,187.0,30847.0,7.0,339.0,324.0,13.0,72.0,4.0,0
9.0,164.0,14881.0,7.0,351.0,444.0,17.0,58.0,4.0,0
9.0,166.0,11319.0,7.0,373.0,420.0,13.0,73.0,4.0,0
7.0,157.0,23084.0,7.0,335.0,378.0,19.0,82.0,6.0,0
3.0,216.0,42311.0,8.0,7.0,352.0,14.0,53.0,3.0,0
11.0,187.0,12355.0,7.0,322.0,504.0,16.0,77.0,5.0,0
6.0,205.0,19905.0,7.0,284.0,472.0,18.0,64.0,4.0,0
7.0,192.0,25460.0,8.0,7.0,466.0,17.0,58.0,4.0,0
9.0,212.0,14169.0,6.0,7.0,489.0,13.0,60.0,5.0,0
7.0,195.0,34278.0,8.0,7.0,417.0,13.0,48.0,4.0,0
8.0,231.0,21777.0,7.0,7.0,395.0,15.0,93.0,4.0,0
7.0,186.0,27960.0,7.0,350.0,414.0,20.0,36.0,3.0,0
5.0,179.0,22291.0,7.0,407.0,371.0,18.0,87.0,4.0,0
5.0,177.0,27972.0,8.0,414.0,440.0,14.0,73.0,3.0,0
5.0,227.0,17606.0,6.0,359.0,489.0,11.0,7.0,4.0,1
8.0,225.0,12833.0,6.0,328.0,412.0,17.0,73.0,4.0,1
7.0,235.0,24456.0,6.0,335.0,338.0,10.0,77.0,5.0,1
7.0,160.0,16130.0,8.0,328.0,479.0,13.0,44.0,4.0,1
7.0,191.0,6193.0,8.0,7.0,425.0,21.0,98.0,4.0,1
7.0,258.0,25498.0,5.0,341.0,426.0,19.0,67.0,4.0,1
7.0,233.0,8729.0,6.0,7.0,401.0,9.0,70.0,3.0,1
8.0,234.0,16780.0,6.0,324.0,520.0,18.0,60.0,5.0,1
6.0,184.0,17978.0,7.0,7.0,335.0,8.0,59.0,3.0,1
7.0,156.0,30610.0,8.0,337.0,426.0,15.0,80.0,5.0,1
7.0,216.0,10172.0,7.0,7.0,378.0,13.0,83.0,4.0,1
5.0,216.0,9888.0,7.0,380.0,527.0,14.0,52.0,3.0,1
6.0,250.0,22057.0,5.0,375.0,334.0,14.0,97.0,4.0,1
8.0,154.0,50794.0,8.0,306.0,423.0,14.0,65.0,4.0,1
7.0,233.0,15338.0,6.0,7.0,438.0,18.0,82.0,3.0,1
7.0,186.0,34558.0,7.0,361.0,304.0,10.0,50.0,5.0,1
4.0,207.0,34356.0,7.0,374.0,530.0,13.0,45.0,4.0,1
8.0,161.0,15904.0,8.0,300.0,480.0,15.0,71.0,4.0,1
7.0,198.0,27198.0,8.0,305.0,300.0,15.0,67.0,5.0,1
7.0,187.0,16700.0,6.0,379.0,405.0,15.0,62.0,4.0,1
7.0,241.0,20006.0,5.0,380.0,327.0,13.0,83.0,3.0,1
9.0,189.0,13208.0,7.0,335.0,400.0,11.0,44.0,4.0,1
8.0,163.0,34989.0,8.0,317.0,404.0,8.0,68.0,4.0,1
7.0,243.0,29298.0,6.0,340.0,463.0,5.0,7.0,4.0,1
7.0,217.0,25173.0,7.0,331.0,620.0,19.0,82.0,3.0,1
11.0,126.0,38605.0,9.0,7.0,674.0,10.0,52.0,5.0,1
6.0,187.0,23073.0,8.0,327.0,234.0,10.0,61.0,5.0,1
7.0,215.0,22039.0,6.0,294.0,332.0,18.0,46.0,4.0,1
7.0,184.0,9259.0,8.0,345.0,321.0,12.0,56.0,4.0,1
8.0,184.0,20316.0,7.0,322.0,296.0,14.0,62.0,4.0,1
6.0,130.0,9735.0,10.0,320.0,399.0,11.0,43.0,4.0,1
8.0,133.0,10816.0,10.0,315.0,480.0,15.0,73.0,4.0,1
6.0,224.0,1352.0,6.0,381.0,620.0,15.0,62.0,4.0,1
7.0,241.0,56321.0,5.0,7.0,416.0,12.0,71.0,5.0,1
5.0,231.0,6676.0,6.0,389.0,466.0,15.0,78.0,4.0,1
8.0,161.0,29001.0,7.0,7.0,439.0,13.0,67.0,3.0,1
7.0,139.0,33785.0,10.0,275.0,499.0,14.0,70.0,5.0,1
8.0,185.0,6109.0,7.0,345.0,284.0,19.0,86.0,4.0,1
9.0,177.0,12171.0,7.0,321.0,395.0,12.0,66.0,4.0,1
8.0,184.0,21617.0,7.0,305.0,413.0,14.0,72.0,3.0,1
6.0,241.0,18322.0,6.0,351.0,492.0,9.0,45.0,4.0,1
8.0,187.0,19642.0,8.0,7.0,370.0,12.0,55.0,5.0,1
8.0,154.0,41211.0,8.0,294.0,354.0,11.0,67.0,3.0,1
9.0,170.0,23839.0,8.0,7.0,479.0,15.0,64.0,3.0,1
6.0,236.0,1199.0,6.0,374.0,436.0,11.0,100.0,4.0,1
9.0,222.0,53736.0,7.0,254.0,383.0,13.0,102.0,5.0,1
8.0,164.0,24409.0,8.0,7.0,430.0,19.0,63.0,4.0,1
9.0,151.0,26503.0,8.0,294.0,542.0,14.0,40.0,4.0,1
9.0,158.0,15106.0,8.0,316.0,425.0,16.0,108.0,4.0,1
7.0,150.0,28837.0,9.0,7.0,531.0,10.0,58.0,2.0,1
6.0,226.0,12146.0,6.0,366.0,503.0,16.0,73.0,3.0,1
6.0,229.0,11602.0,6.0,7.0,415.0,12.0,88.0,4.0,1
6.0,142.0,24384.0,10.0,320.0,512.0,24.0,77.0,4.0,1
7.0,220.0,16471.0,6.0,339.0,493.0,16.0,71.0,3.0,1
7.0,175.0,14206.0,8.0,338.0,322.0,18.0,58.0,4.0,1
7.0,193.0,32251.0,6.0,337.0,573.0,18.0,57.0,4.0,1
8.0,203.0,44540.0,6.0,338.0,459.0,13.0,74.0,4.0,1
7.0,198.0,34676.0,6.0,360.0,431.0,12.0,7.0,4.0,1
7.0,186.0,31152.0,8.0,327.0,399.0,19.0,81.0,3.0,1
9.0,125.0,32080.0,10.0,264.0,342.0,13.0,54.0,5.0,1
7.0,180.0,34452.0,8.0,304.0,430.0,8.0,67.0,3.0,1
5.0,220.0,20968.0,7.0,355.0,312.0,14.0,58.0,4.0,1
10.0,95.0,16599.0,9.0,311.0,536.0,12.0,67.0,4.0,1
8.0,119.0,7748.0,9.0,7.0,579.0,13.0,73.0,4.0,1
7.0,192.0,10221.0,7.0,380.0,421.0,12.0,65.0,3.0,1
7.0,197.0,16863.0,7.0,7.0,505.0,17.0,46.0,3.0,1
7.0,213.0,32752.0,6.0,7.0,491.0,13.0,58.0,5.0,1
8.0,152.0,14403.0,9.0,303.0,323.0,14.0,114.0,4.0,1
6.0,235.0,16664.0,6.0,348.0,438.0,10.0,7.0,3.0,1
8.0,111.0,24814.0,9.0,7.0,480.0,14.0,78.0,3.0,1
7.0,185.0,14876.0,7.0,367.0,436.0,20.0,75.0,2.0,1
9.0,174.0,28311.0,8.0,7.0,532.0,13.0,38.0,4.0,1
7.0,211.0,35018.0,6.0,7.0,550.0,8.0,28.0,4.0,1
9.0,193.0,50167.0,6.0,7.0,365.0,14.0,99.0,4.0,1
7.0,133.0,21945.0,9.0,341.0,536.0,16.0,92.0,4.0,1
5.0,223.0,22958.0,7.0,350.0,477.0,13.0,78.0,5.0,1
6.0,188.0,8407.0,8.0,359.0,449.0,13.0,53.0,3.0,1
6.0,224.0,15230.0,6.0,367.0,650.0,10.0,72.0,3.0,1
7.0,186.0,30927.0,8.0,7.0,476.0,15.0,73.0,6.0,1
7.0,163.0,24312.0,9.0,308.0,491.0,16.0,103.0,4.0,1
5.0,273.0,2835.0,6.0,7.0,348.0,15.0,67.0,6.0,1
8.0,187.0,32000.0,8.0,316.0,474.0,12.0,43.0,4.0,1
7.0,209.0,27031.0,6.0,350.0,408.0,11.0,82.0,4.0,1
9.0,154.0,19970.0,8.0,313.0,521.0,15.0,74.0,3.0,1
6.0,208.0,38919.0,7.0,360.0,428.0,19.0,61.0,3.0,1
9.0,198.0,40844.0,6.0,311.0,326.0,13.0,66.0,4.0,1
9.0,120.0,22203.0,9.0,285.0,372.0,15.0,64.0,4.0,1
8.0,125.0,23931.0,9.0,318.0,398.0,15.0,63.0,4.0,1
7.0,228.0,7705.0,6.0,364.0,254.0,13.0,65.0,3.0,1
5.0,231.0,15517.0,7.0,7.0,385.0,17.0,64.0,5.0,1
9.0,128.0,39567.0,9.0,282.0,487.0,10.0,66.0,5.0,1
6.0,192.0,22857.0,8.0,343.0,439.0,15.0,50.0,4.0,1
5.0,222.0,15668.0,8.0,320.0,418.0,16.0,84.0,4.0,1
8.0,196.0,35254.0,7.0,315.0,283.0,12.0,46.0,3.0,1
7.0,219.0,27549.0,6.0,341.0,531.0,19.0,69.0,3.0,1
6.0,175.0,12045.0,8.0,348.0,381.0,13.0,65.0,4.0,1
7.0,257.0,28149.0,6.0,336.0,552.0,14.0,68.0,3.0,1
6.0,264.0,19911.0,5.0,367.0,436.0,13.0,51.0,5.0,1
6.0,272.0,43680.0,4.0,367.0,451.0,16.0,61.0,4.0,1
6.0,216.0,14826.0,7.0,355.0,330.0,10.0,41.0,3.0,1
7.0,98.0,28416.0,11.0,297.0,505.0,13.0,85.0,4.0,1
6.0,288.0,3641.0,4.0,392.0,447.0,6.0,49.0,3.0,1
6.0,210.0,31974.0,7.0,321.0,289.0,11.0,7.0,4.0,1
6.0,193.0,16206.0,7.0,7.0,528.0,21.0,75.0,4.0,1
4.0,304.0,33219.0,4.0,7.0,494.0,13.0,72.0,5.0,1
5.0,241.0,24168.0,6.0,7.0,398.0,6.0,62.0,3.0,1
8.0,219.0,18112.0,6.0,7.0,377.0,18.0,60.0,4.0,1
7.0,198.0,31082.0,7.0,7.0,518.0,12.0,85.0,3.0,1
8.0,132.0,21038.0,8.0,345.0,361.0,11.0,65.0,3.0,1
8.0,211.0,51732.0,6.0,7.0,533.0,15.0,84.0,4.0,1
8.0,200.0,32001.0,8.0,291.0,584.0,17.0,39.0,3.0,1
7.0,208.0,22097.0,6.0,355.0,354.0,10.0,67.0,4.0,1
7.0,203.0,10643.0,7.0,7.0,385.0,16.0,73.0,3.0,1
9.0,115.0,23515.0,9.0,333.0,319.0,17.0,53.0,3.0,1
7.0,226.0,28194.0,6.0,366.0,418.0,17.0,104.0,4.0,1
6.0,199.0,13742.0,7.0,338.0,424.0,12.0,58.0,3.0,1
10.0,137.0,32872.0,8.0,277.0,416.0,19.0,60.0,5.0,1
7.0,191.0,19469.0,6.0,381.0,456.0,6.0,84.0,4.0,1
6.0,196.0,11357.0,8.0,348.0,300.0,18.0,45.0,5.0,1
5.0,256.0,48008.0,6.0,7.0,590.0,17.0,45.0,4.0,1
10.0,227.0,22690.0,5.0,314.0,395.0,17.0,75.0,4.0,1
9.0,169.0,27056.0,7.0,7.0,499.0,10.0,50.0,3.0,1
10.0,170.0,15835.0,7.0,302.0,389.0,14.0,72.0,3.0,1
6.0,206.0,23407.0,8.0,7.0,380.0,15.0,69.0,4.0,1
7.0,242.0,9094.0,6.0,339.0,361.0,15.0,45.0,2.0,1
6.0,241.0,25722.0,5.0,386.0,463.0,14.0,61.0,4.0,1
6.0,241.0,8811.0,6.0,369.0,368.0,17.0,48.0,5.0,1
6.0,277.0,17711.0,3.0,400.0,457.0,18.0,72.0,4.0,1
7.0,189.0,24711.0,7.0,7.0,556.0,17.0,56.0,4.0,1
11.0,173.0,28912.0,7.0,277.0,286.0,18.0,55.0,4.0,1
9.0,186.0,31548.0,7.0,7.0,342.0,18.0,62.0,5.0,1
6.0,212.0,18578.0,7.0,341.0,357.0,8.0,82.0,5.0,1
11.0,199.0,29614.0,6.0,305.0,383.0,15.0,48.0,4.0,1
7.0,148.0,42059.0,8.0,325.0,545.0,17.0,63.0,4.0,1
5.0,235.0,11142.0,6.0,370.0,370.0,13.0,46.0,3.0,1
5.0,259.0,13400.0,5.0,7.0,329.0,17.0,56.0,3.0,1
7.0,190.0,22562.0,8.0,294.0,414.0,13.0,63.0,5.0,1
9.0,132.0,17434.0,8.0,340.0,399.0,17.0,54.0,5.0,1
6.0,225.0,5100.0,7.0,336.0,325.0,11.0,36.0,4.0,1
8.0,161.0,39185.0,8.0,312.0,503.0,13.0,62.0,4.0,1
7.0,272.0,18989.0,5.0,337.0,308.0,20.0,75.0,5.0,1
7.0,181.0,9773.0,8.0,7.0,401.0,13.0,61.0,5.0,1
9.0,181.0,16541.0,7.0,309.0,488.0,13.0,7.0,4.0,1
7.0,135.0,9000.0,9.0,7.0,428.0,9.0,75.0,4.0,1
4.0,244.0,24857.0,7.0,367.0,442.0,13.0,59.0,5.0,1
8.0,199.0,28474.0,6.0,319.0,500.0,15.0,35.0,5.0,1
7.0,261.0,24793.0,6.0,332.0,608.0,15.0,52.0,4.0,1
6.0,239.0,20527.0,6.0,341.0,404.0,19.0,64.0,4.0,1
8.0,203.0,27702.0,6.0,329.0,445.0,14.0,63.0,3.0,1
8.0,169.0,14623.0,8.0,7.0,465.0,11.0,38.0,5.0,1
9.0,215.0,15921.0,6.0,313.0,390.0,10.0,55.0,5.0,1
7.0,207.0,17247.0,8.0,305.0,329.0,16.0,29.0,3.0,1
11.0,95.0,37189.0,9.0,259.0,440.0,16.0,42.0,4.0,1
6.0,187.0,26139.0,8.0,346.0,416.0,12.0,60.0,4.0,1
5.0,194.0,47581.0,7.0,360.0,526.0,14.0,67.0,4.0,1
8.0,194.0,17330.0,8.0,7.0,392.0,20.0,7.0,3.0,1
9.0,176.0,33156.0,7.0,7.0,432.0,11.0,70.0,3.0,1
5.0,231.0,11984.0,6.0,7.0,403.0,11.0,77.0,5.0,1
8.0,195.0,17404.0,8.0,7.0,327.0,16.0,79.0,2.0,1
7.0,205.0,20791.0,7.0,369.0,564.0,10.0,87.0,3.0,0
4.0,129.0,18630.0,7.0,7.0,593.0,15.0,56.0,5.0,0
8.0,224.0,19910.0,9.0,7.0,419.0,17.0,66.0,3.0,0
8.0,214.0,22018.0,8.0,357.0,363.0,18.0,100.0,5.0,0
9.0,181.0,17979.0,7.0,310.0,398.0,12.0,32.0,4.0,0
6.0,188.0,28749.0,8.0,327.0,280.0,8.0,55.0,3.0,0
10.0,248.0,28750.0,8.0,394.0,284.0,14.0,85.0,3.0,0
9.0,203.0,13672.0,5.0,303.0,475.0,12.0,63.0,4.0,0
7.0,119.0,14286.0,8.0,269.0,389.0,13.0,54.0,4.0,0
11.0,227.0,25485.0,9.0,404.0,564.0,18.0,72.0,4.0,0
7.0,166.0,32453.0,8.0,327.0,425.0,16.0,79.0,4.0,0
8.0,219.0,18768.0,8.0,7.0,364.0,15.0,76.0,4.0,0
7.0,157.0,18731.0,4.0,282.0,348.0,16.0,80.0,3.0,0
7.0,150.0,27331.0,7.0,299.0,380.0,19.0,77.0,4.0,0
7.0,205.0,28388.0,5.0,7.0,445.0,13.0,70.0,5.0,0
6.0,187.0,41065.0,10.0,364.0,517.0,12.0,75.0,4.0,0
7.0,211.0,30981.0,10.0,7.0,315.0,20.0,57.0,4.0,0
9.0,274.0,24041.0,7.0,398.0,478.0,13.0,71.0,5.0,0
9.0,279.0,19460.0,6.0,7.0,431.0,13.0,64.0,2.0,0
7.0,214.0,25630.0,4.0,336.0,470.0,13.0,63.0,3.0,0
7.0,227.0,22306.0,10.0,7.0,555.0,16.0,45.0,4.0,0
7.0,168.0,30944.0,6.0,311.0,524.0,18.0,77.0,4.0,0
7.0,216.0,17107.0,6.0,327.0,436.0,14.0,60.0,5.0,0
4.0,197.0,21168.0,7.0,7.0,444.0,17.0,90.0,5.0,0
5.0,141.0,17267.0,10.0,328.0,473.0,11.0,57.0,5.0,0
7.0,199.0,21219.0,9.0,324.0,413.0,15.0,80.0,5.0,0
3.0,208.0,33425.0,9.0,384.0,442.0,14.0,30.0,4.0,0
7.0,146.0,13225.0,8.0,304.0,299.0,13.0,50.0,4.0,0
7.0,266.0,26363.0,8.0,395.0,364.0,10.0,53.0,4.0,0
7.0,148.0,15193.0,9.0,307.0,564.0,17.0,53.0,6.0,0
7.0,210.0,15196.0,6.0,338.0,342.0,8.0,72.0,5.0,0
10.0,191.0,19678.0,7.0,7.0,453.0,17.0,47.0,3.0,0
10.0,118.0,22327.0,8.0,308.0,413.0,13.0,66.0,5.0,0
7.0,235.0,32556.0,7.0,387.0,412.0,10.0,44.0,3.0,0
7.0,232.0,14787.0,5.0,7.0,384.0,12.0,86.0,5.0,0
5.0,192.0,19621.0,6.0,324.0,442.0,11.0,49.0,4.0,0
4.0,184.0,24752.0,6.0,286.0,457.0,9.0,74.0,3.0,0
6.0,304.0,17282.0,6.0,7.0,399.0,12.0,82.0,3.0,0
7.0,143.0,19942.0,6.0,7.0,427.0,22.0,53.0,3.0,0
9.0,199.0,24684.0,6.0,328.0,397.0,16.0,30.0,4.0,0
7.0,234.0,11704.0,5.0,309.0,349.0,18.0,43.0,4.0,0
5.0,195.0,16659.0,8.0,317.0,335.0,10.0,60.0,4.0,0
7.0,239.0,28780.0,7.0,386.0,332.0,11.0,66.0,5.0,0
10.0,203.0,9974.0,7.0,337.0,333.0,24.0,72.0,5.0,0
5.0,183.0,21568.0,5.0,7.0,404.0,19.0,67.0,5.0,0
6.0,217.0,35606.0,7.0,7.0,505.0,16.0,78.0,4.0,0
7.0,210.0,10575.0,4.0,316.0,391.0,13.0,87.0,3.0,0
11.0,173.0,15759.0,6.0,307.0,324.0,10.0,78.0,4.0,0
7.0,130.0,34416.0,6.0,305.0,470.0,19.0,72.0,4.0,0
9.0,200.0,21536.0,5.0,318.0,405.0,14.0,48.0,4.0,0
7.0,168.0,27492.0,7.0,300.0,384.0,16.0,76.0,3.0,0
8.0,100.0,12014.0,5.0,247.0,605.0,10.0,66.0,2.0,0
7.0,145.0,19872.0,5.0,288.0,546.0,11.0,72.0,4.0,0
9.0,212.0,11921.0,7.0,340.0,528.0,18.0,48.0,4.0,0
